main_photo,name,type,category_l2,category_l4,is_markup,target,stratify_column,__index_level_0__,,
https://cdn1.ozone.ru/s3/multimedia-1-d/7110292729.jpg,"Материнская плата 715G4870-M01-000-004C, для телевизора Philips 166V3L",Сувенир.ювелирный,Электроника,Запчасти для телевизоров,true,0,Электроника_True_0,440037,,
https://cdn1.ozone.ru/s3/multimedia-1/6045985321.jpg,Планка крепежная заднего бампера VAG 57A 807 863,Вилочное.масло.для.мотоцикла,Автотовары,Трансмиссионное масло,true,0,Автотовары_True_0,370738,,
https://cdn1.ozone.ru/s3/multimedia-u/6814539930.jpg,Ручка окна,Обшивка.салона.автомобиля,Автотовары,"Детали салона, обшивка",true,1,Автотовары_True_1,950261,,
https://cdn1.ozone.ru/s3/multimedia-1-p/7207738477.jpg,"Муфта кардана FEBEST CRDS-JOUR для автомобилей Dodge, Fiat.",Подарочный.набор.для.творчества,Автотовары,Основные автозапчасти,true,0,Автотовары_True_0,939194,,
https://cdn1.ozone.ru/s3/multimedia-1-1/7038988921.jpg,Стерилизатор для ножей Abat СТН-18 (41000000004),Стерилизатор,Бытовая техника,Посудомоечное профоборудование,true,0,Бытовая техника_True_0,101320,,
https://cdn1.ozone.ru/s3/multimedia-1-z/7130689271.jpg,"Бест Вуд Кормушка для птиц, белок, уличная, подвесная, деревянная, бельчатник, 28*14,5*30 см.",Ключ.автомобильный,Дом и сад,Скворечник,true,0,Дом и сад_True_0,489769,,
https://cdn1.ozone.ru/s3/multimedia-1-k/7048513928.jpg,"Рюкзак школьный текстильный Сиба-ину, с карманом, цвет чёрный",Ранец.школьный,Канцелярские товары,"Ранец, рюкзак, чемодан детский",true,1,Канцелярские товары_True_1,192474,,
https://cdn1.ozone.ru/s3/multimedia-f/6099343491.jpg,"Накидка для Toyota Crown седан XII (2003-2008) _ Тойота Краун на заднее сиденье меховая, Короткий ворс, Белый",Кренометр.винтажный,Автотовары,Накидка на сиденье,true,0,Автотовары_True_0,393719,,
https://cdn1.ozone.ru/s3/multimedia-1-1/6908340961.jpg,Органайзер дорожный для фена,.косметичка.Dyson, чехол для хранения фена дайсон,Розмарин сушеный,Дом и сад,Органайзер для вещей,true,0,Дом и сад_True_0,875194
https://cdn1.ozone.ru/s3/multimedia-1-h/6955960193.jpg,"Багажник Атлант за дверной проем TOYOTA Harrier 5-дв внедорожник 2013-2020, дуги алюминиевые прямоугольные, 126 см, с замком",Сауна.с.душевой.кабиной.,Автотовары,Багажный бокс (автобокс),true,0,Автотовары_True_0,398077,,
https://cdn1.ozone.ru/s3/multimedia-1-w/7181926736.jpg,Душевой комплект,Занятия.по.лыжному.спорту,Строительство и ремонт,Душевые комплекты и панели,true,0,Строительство и ремонт_True_0,466187,,
https://cdn1.ozone.ru/s3/multimedia-b/6286555727.jpg,"Набор фигур ""Две ладони с Буддой"" бронза, 11х21х8см",Стоппер.для.двери,Дом и сад,"Ограничитель, стоппер интерьерные",true,0,Дом и сад_True_0,86227,,
https://cdn1.ozone.ru/s3/multimedia-1-0/7032603744.jpg,Мультислайсер для овощей и фруктов механический,Кухонный.комбайн,Бытовая техника,Кухонный комбайн,true,0,Бытовая техника_True_0,139526,,
https://cdn1.ozone.ru/s3/multimedia-1-c/7202435952.jpg,Цветные световые шары на Рождество,Галстук.карнавальный,Дом и сад,Игрушка ёлочная,true,0,Дом и сад_True_0,681417,,
https://cdn1.ozone.ru/s3/multimedia-7/6818250211.jpg,"Универсальный универсальный дублирующий пульт дистанционного управления для автогаража 5,6 см х 3,6 см х 1,6 см",Выносная.кнопка,Строительство и ремонт,Звонок дверной,true,1,Строительство и ремонт_True_1,782620,,
https://cdn1.ozone.ru/s3/multimedia-1-7/7152253711.jpg,Рождественские сапоги украшают подвеску для Рождественской елки-C,Галстук.карнавальный,Дом и сад,Игрушка ёлочная,true,0,Дом и сад_True_0,292184,,
https://cdn1.ozone.ru/s3/multimedia-1-c/6996701244.jpg,фотоаппарат canon 650d kit 50mm STM,Защищенный.фотоаппарат,Электроника,Зеркальный фотоаппарат,true,0,Электроника_True_0,680499,,
https://cdn1.ozone.ru/s3/multimedia-1-d/6960159157.jpg,ЧЕТВЕРОНОГИЙ ГУРМАН 100 г консервы для собак мясное аcсорти с потрошками,Хлопья.для.животных,Товары для животных,Корм консервированный,true,0,Товары для животных_True_0,592132,,
https://cdn1.ozone.ru/s3/multimedia-1-g/7195820812.jpg,"PREMIUM PRO _ Жёсткая тонировка Toyota Sprinter 1995-2000 седан, 8 п-е 15% _ Премиум Про Съёмная тонировка Тойота Спринтер 8 15%",Тонировочная.пленка,Автотовары,Тонировочная пленка,true,1,Автотовары_True_1,686452,,
https://cdn1.ozone.ru/s3/multimedia-1-k/7086978416.jpg,"зеленая одиночная электрическая версия,Игрушечная машина с дистанционным управлением, альпинистская машина с дистанционным управлением,",Крюк.крепежный,Детские товары,Машинка радиоуправляемая,true,0,Детские товары_True_0,625891,,
https://cdn1.ozone.ru/s3/multimedia-1-2/7028613974.jpg,Подходит для крышки объектива камеры Fuji instax mini evo-розовое золото,Лампочка.для.швейной.машины,Электроника,Крышка объектива,true,0,Электроника_True_0,762540,,
https://cdn1.ozone.ru/s3/multimedia-c/6613669524.jpg,"Цифры на дверь квартиры, табличка самоклеящаяся номер 101, 15х12см, царапанное серебро",Проживание.в.пансионате,Дом и сад,Цифры на дверь,true,0,Дом и сад_True_0,37533,,
https://cdn1.ozone.ru/s3/multimedia-1-m/7180660714.jpg,"Сумка большой емкости для женщин, прозрачная сумка чер",Клатч,Галантерея и аксессуары,Клатч,true,0,Галантерея и аксессуары_True_0,352,,
