main_photo,name,type,category_l2,category_l4,is_markup,target,stratify_column,__index_level_0__,
https://cdn1.ozone.ru/s3/multimedia-1-g/6936845668.jpg,"Аккумулятор ROBITON 2200МНSC High Power, Ni-МН, 1.2 В, 2200 мАч ( комплек",Паста.реставрационная,Электроника,Аккумуляторная батарейка,false,0,Электроника_False_0,1004576,
https://cdn1.ozone.ru/s3/multimedia-1-7/7252172539.jpg,"Складная силиконовая чаша, чистящая прокладка для щеток и губок",Крюк.для.вязки.арматуры,,,false,0,nan_False_0,7031367,
https://cdn1.ozone.ru/s3/multimedia-m/6736895338.jpg,"Домино ""23 Февраля"", костяшка 6 х 3 см",Кубики,Хобби и творчество,Домино,true,0,Хобби и творчество_True_0,523403,
https://cdn1.ozone.ru/s3/multimedia-1-f/7109132199.jpg,5 шт. серия сотовый телефон с защитой от ЭМП анти,Шестерня.коленвала.для.гидроцикла,Строительство и ремонт,Розетка,true,0,Строительство и ремонт_True_0,337461,
https://cdn1.ozone.ru/s3/multimedia-1-p/6926542045.jpg,"Мармелад ""Бумба Бабочки"" Ударница, 105г х 10шт",Ремонт.фонаря,Продукты питания,Мармелад,true,0,Продукты питания_True_0,21188,
https://cdn1.ozone.ru/s3/multimedia-p/6340995553.jpg,Краска автомобильная. Подкраска для сколов. HONDA G535P WOODLAND GREEN 20 мл.,Краска.полиграфическая,Автотовары,Краска автомобильная,true,1,Автотовары_True_1,654184,
https://cdn1.ozone.ru/s3/multimedia-1-e/6913394690.jpg,Rejs Полка для барной стойки,Защитные.чехлы.для.ушей,,,false,0,nan_False_0,362228,
https://cdn1.ozone.ru/s3/multimedia-1-k/7089305744.jpg,"Гребной винт TOHATSU (Тохатсу), Mercury (Меркурий) М 8, 9.8 шаг 7.5",Соусник.винтажный,,,false,0,nan_False_0,553148,
https://cdn1.ozone.ru/s3/multimedia-1-h/7132562945.jpg,"Трубочки для коктейлей, 26 см х 6 мм, 100 шт",Подшипник.КПП,,,false,0,nan_False_0,5889535,
https://cdn1.ozone.ru/s3/multimedia-y/6721300114.jpg,"Ручка для шкатулки металл ""Улитка"" серебро 2,8х5,2 см",Декоративный.элемент,Хобби и творчество,Украшение декоративное,false,1,Хобби и творчество_False_1,74742,
https://cdn1.ozone.ru/s3/multimedia-1-f/7196371467.jpg,Чехол для Самсунг Samsung Galaxy A13 4G иллюстрация Часка Геншин Импакт Часке Genshin Chasca CAC01,Ремешок.для.чехла,Электроника,Чехол для смартфона,true,0,Электроника_True_0,388729,
https://cdn1.ozone.ru/s3/multimedia-1-q/7196468066.jpg,Холст с красками 40х60 см. Картина по номерам 30 цветов Красочный кот (арт. Х-7919) Подарок на новый год.,Картина.из.пайеток,Хобби и творчество,Картина по номерам,true,0,Хобби и творчество_True_0,176269,
https://cdn1.ozone.ru/multimedia/1024317311.jpg,Outwell Кресло раскладное,Детский.планшет,,,false,0,nan_False_0,2945079,
https://cdn1.ozone.ru/s3/multimedia-1-8/6932152592.jpg,"Набор пластики (полимерной глины) ""Цветик"" 12 цветов",Застежка,Хобби и творчество,Глина,true,0,Хобби и творчество_True_0,433282,
https://cdn1.ozone.ru/s3/multimedia-1-t/6972194729.jpg,Ручной Материал Пояса,Обложка.для.свидетельства,Детские товары,Аксессуары для кукол,true,0,Детские товары_True_0,490696,
https://cdn1.ozone.ru/s3/multimedia-1-9/6939719577.jpg,"Колодки тормозные дисковые задние для БМВ Е84 2009-2015, BMW E84 колодки тормозные дисковые задние REMSA 0381.70, oem 34121288896",Колодки.тормозные,Автотовары,Тормозные колодки дисковые и барабанные,false,1,Автотовары_False_1,255965,
https://cdn1.ozone.ru/s3/multimedia-w/6816450992.jpg,Пончо MOOCIE,Водолазка,Одежда,Пончо утепленное,true,0,Одежда_True_0,58251,
https://cdn1.ozone.ru/s3/multimedia-1-8/7206488252.jpg,"Картина на холсте на кухню ""С пейзажем традиционного японского сада, создающего гармонию и умиротворение"" на подрамнике 75х75 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,115498,
https://cdn1.ozone.ru/s3/multimedia-1-y/7182414250.jpg,Слюнявчики для малышей для кормления муслиновый набор 3шт,Нагрудник,Детские товары,Нагрудник,true,1,Детские товары_True_1,520052,
https://cdn1.ozone.ru/s3/multimedia-1-0/7201543248.jpg,"Модульная картина на холсте на кухню ""С изображением мести и жарки"" триптих на подрамнике 225х120 см. для интерьера",Чехол.для.рации,Дом и сад,Картина,true,0,Дом и сад_True_0,821600,
https://cdn1.ozone.ru/s3/multimedia-1-z/7197791147.jpg,Reni 120 100мл цветочные,Капуста,Красота и гигиена,Спрей для ухода за кожей,true,0,Красота и гигиена_True_0,218551,
https://cdn1.ozone.ru/s3/multimedia-1-j/7193135359.jpg,"Гайковерт аккумуляторный Zitrek ZKIS12 (12 B, Li-Ion акк. 2x2.0Ач, кейс)",Миксер,,,false,0,nan_False_0,7341131,
https://cdn1.ozone.ru/s3/multimedia-0/6128470716.jpg,"Чайник керамический заварочный с металлическим ситом Пейзаж , 200 мл",Чайник.заварочный,Дом и сад,Чайник заварочный,false,1,Дом и сад_False_1,548527,
https://cdn1.ozone.ru/s3/multimedia-1-y/7195867126.jpg,"Зубная нить D.I.E.S с ароматом мяты освежающая, тонизирующая, забота о деснах 15 м",Пересадочная.площадка,Красота и гигиена,Зубная нить,true,0,Красота и гигиена_True_0,32195,
https://cdn1.ozone.ru/s3/multimedia-q/6725330486.jpg,"Портативная изоляционная ручка, легкий электрический паяльник, противоскользящая пирография",Компрессионный.рукав,,,false,0,nan_False_0,5955987,
https://cdn1.ozone.ru/s3/multimedia-1-d/7238955721.jpg,"Фотообои моющиеся ударопрочные ""Орхидея в подводном мире, окруженная рыбой"" 500x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,841728,
https://cdn1.ozone.ru/s3/multimedia-1-0/wc1200/7039344528.jpg,MLB Fashion Сумка на пояс,Гидроаккумулятор.тормозной.системы,Галантерея и аксессуары,Сумка на пояс,true,0,Галантерея и аксессуары_True_0,434257,
https://cdn1.ozone.ru/s3/multimedia-1-6/7238954166.jpg,"Фотообои моющиеся ударопрочные ""Орхидея с прозрачными лепестками, как стекло"" 500x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,629774,
https://cdn1.ozone.ru/s3/multimedia-1-4/7272359176.jpg,Инструмент для укладки напольных покрытий лопатка,Замок.для.стеклянной.двери,,,false,0,nan_False_0,5834308,
https://cdn1.ozone.ru/s3/multimedia-1-i/7083717030.jpg,Переполох в огороде,Печатная.книга:.Художественная.литература.для.детей,Книги,Печатная книга: Художественная литература для детей,false,1,Книги_False_1,572522,
https://cdn1.ozone.ru/s3/multimedia-w/6605191400.jpg,"Стриппинг для густого подшерстка DeLIGHT Y-широкий, 13 лезвий, 4366213",Электронное.судейство,,,false,0,nan_False_0,3511905,
https://cdn1.ozone.ru/s3/multimedia-1-a/7015035538.jpg,Ремень ГРМ для автомобилей Daewoo Nexia (94 )/Chevrolet Lanos (97 ) 1.4i/1.5i/1.6i DOHC (127*25.4) (HNBR стекловолокно) TRIALLI GB 8812,Ремень.ГРМ,Автотовары,Основные автозапчасти,false,1,Автотовары_False_1,125058,
https://cdn1.ozone.ru/multimedia/1020918092.jpg,"Мешок карнавальный Sima-land ""Новогодний носок""",Мешок.для.подарков,,,false,1,nan_False_1,1404222,
https://cdn1.ozone.ru/s3/multimedia-1-v/7176179731.jpg,Набор из 20 штук - трубки для инъекции клея,Направляющая.тормозных.колодок,Строительство и ремонт,Прочая оснастка,true,0,Строительство и ремонт_True_0,116870,
https://cdn1.ozone.ru/s3/multimedia-1-2/7042207826.jpg,"Фильтр масляный для Мерседес W222 2013-2017, Mercedes W222 фильтр масляный FRAM CH11060, oem A2761800009",Фильтр.масляный,Автотовары,Автофильтры,false,1,Автотовары_False_1,167552,
https://cdn1.ozone.ru/s3/multimedia-1-u/7134015306.jpg,"Мягкая игрушка новогодняя змея 35 см, символ года 2025",Послетренировочный.комплекс,,,false,0,nan_False_0,242417,
https://cdn1.ozone.ru/multimedia/1010446139.jpg,"Круглогубцы Unipro, 120 мм",Ламель.для.кровати,,,false,0,nan_False_0,1574178,
https://cdn1.ozone.ru/s3/multimedia-1-p/7144397017.jpg,"Картина на холсте ""Осень конструктор с детскими игрушками на осеннем фоне"" на подрамнике 40х180 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,287404,
https://cdn1.ozone.ru/s3/multimedia-1-v/7183096159.jpg,Универсальный чехол для планшета,Чехол.для.планшета,Электроника,Чехол для планшета,true,1,Электроника_True_1,146357,
https://cdn1.ozone.ru/s3/multimedia-1-0/6964895376.jpg,beisiКазаки,Панировка,Обувь,Сапоги,true,0,Обувь_True_0,356689,
https://cdn1.ozone.ru/s3/multimedia-1-q/7154798678.jpg,Новый мужской свитер Nike для активного отдыха,Уксус.для.волос,Одежда,"Свитер, джемпер",true,0,Одежда_True_0,265847,
https://cdn1.ozone.ru/multimedia/1024854931.jpg,Victorinox Подставка для ножей,Подставка.для.ножей,,,false,1,nan_False_1,3059342,
https://cdn1.ozone.ru/s3/multimedia-1-0/7237305792.jpg,"Решётка гравитационная, жалюзи 300мм инерционная",Комплектующее.для.вентиляции,Строительство и ремонт,Комплектующие для вентиляционных систем,false,1,Строительство и ремонт_False_1,618771,
https://cdn1.ozone.ru/s3/multimedia-1-r/7218858699.jpg,"Шкаф ""Авангард"" 1,2 м - Графит",Шкаф.распашной,Мебель,Шкаф распашной,false,1,Мебель_False_1,169904,
https://cdn1.ozone.ru/s3/multimedia-1-3/7361280759.jpg,Приспособление для выведения спусков,Сыроварня,,,false,0,nan_False_0,46173,
https://cdn1.ozone.ru/multimedia/1023236049.jpg,Safety 1st Барьер-калитка 73-80 см,Велосумка,,,false,0,nan_False_0,1638367,
https://cdn1.ozone.ru/s3/multimedia-1-9/7177690737.jpg,"Аэросил (загуститель) Polypark Thixo 200 (диоксид кремния), 300 г",Пастеризатор.молока,,,false,0,nan_False_0,5173125,
https://cdn1.ozone.ru/s3/multimedia-5/6853977761.jpg,MMB База для аромадиффузора 100 мл,Дегидратор,,,false,0,nan_False_0,7534099,
https://cdn1.ozone.ru/s3/multimedia-b/6130941191.jpg,"Defender Клавиатура проводная Nova GK-860L, черный",Маска.горнолыжная,,,false,0,nan_False_0,1979335,
https://cdn1.ozone.ru/s3/multimedia-1-m/7231345690.jpg,"Баннер для праздника ""Баннер с 23 февраля"", 150 см х 100 см",Ремкомплект.рессоры,,,false,0,nan_False_0,3644466,
https://cdn1.ozone.ru/s3/multimedia-1-0/7190717904.jpg,"Гибридный солнечный инвертор ANENJI, MPPT, 3-фазный, до 12 параллелей, бесплатный WIFI. ANJ-6200-48V-48PL-WIFI",Санки.рыбацкие,,,false,0,nan_False_0,712208,
https://cdn1.ozone.ru/multimedia/1013134623.jpg,Жирафики ПВХ Лягушка с лягушатами,Бак.для.белья,,,false,0,nan_False_0,2065475,
https://cdn1.ozone.ru/s3/multimedia-1-5/7115203409.jpg,Брелок ручной работы подарочный материал упаковка ручной работы,Аксессуар.для.сумки,Хобби и творчество,"Застежки, пуговицы",true,0,Хобби и творчество_True_0,68649,
https://cdn1.ozone.ru/s3/multimedia-3/6697439859.jpg,"Вентилятор бытовой настенный, 100 С-П, подш. кач, белый, TDM",Камень.полудрагоценный,,,false,0,nan_False_0,733579,
https://cdn1.ozone.ru/s3/multimedia-4/6041532124.jpg, Набор для вина Kelihome,Стеклоочиститель,,,false,0,nan_False_0,1926041,
https://cdn1.ozone.ru/s3/multimedia-1-w/7323786788.jpg,Аппликатор малярного скотча (инструмент швеи + синие наклейки),Емкость.для.аэрографа,,,false,0,nan_False_0,6623885,
https://cdn1.ozone.ru/s3/multimedia-0/6657251040.jpg,Антенна гибкая для Garmin Alpha и Garmin Astro (Лесник-Стандарт) красная,Диафаноскоп,,,false,0,nan_False_0,4531587,
https://cdn1.ozone.ru/s3/multimedia-y/6569905018.jpg,"Семена томат ""Сосулечка""10уп (Гисок)",Клей.хозяйственный,Дом и сад,Семена,true,0,Дом и сад_True_0,925337,
https://cdn1.ozone.ru/s3/multimedia-y/6008118358.jpg,"INSIGHT Масло для волос, 250 мл",Фрезерная.машина,,,false,0,nan_False_0,1570656,
https://cdn1.ozone.ru/s3/multimedia-1-m/6994413670.jpg,"Шпагат крепежный 500 м, 2.5 мм, 40 кгс, Полипропилен",Комбинезон-дождевик,,,false,0,nan_False_0,91656,
https://cdn1.ozone.ru/s3/multimedia-k/6571130300.jpg,"Спрей для животных Artero Matt-X для легкого расчесывания, 300 мл",Средство.для.ухода,,,false,0,nan_False_0,7326376,
https://cdn1.ozone.ru/s3/multimedia-g/6741021148.jpg,Симулятор скалолазания Металлический домкрат Ремонтный стенд,Запчасть.для.радиоуправляемых.моделей,Детские товары,Пульты и комплектующие для р/у моделей,false,1,Детские товары_False_1,309610,
https://cdn1.ozone.ru/s3/multimedia-1-h/7202355065.jpg,водолазка женская,Легинсы,Одежда,Водолазка,true,0,Одежда_True_0,456027,
https://cdn1.ozone.ru/s3/multimedia-1-a/7005802726.jpg,Мастурбатор,Мастурбатор,Товары для взрослых,Мастурбатор,false,1,Товары для взрослых_False_1,9725,
https://cdn1.ozone.ru/s3/multimedia-h/6395408501.jpg,Матрас Lonax Roll Comfort 3 195х200 серии Скрученные,Матрас,Мебель,Матрас,false,1,Мебель_False_1,468486,
https://cdn1.ozone.ru/s3/multimedia-3/6103093059.jpg,Гофра 45/280 (AISI 304 WITH INNER BRAID),Гофра.глушителя,,,true,1,nan_True_1,933765,
https://cdn1.ozone.ru/s3/multimedia-1-i/7182110538.jpg,"Брюки утепленные Повседневная одежда плюс бархат Louis Vuitton,52,светлый хаки,Без бархата,2XL",Брюки.утепленные,Одежда,Брюки утепленные,true,1,Одежда_True_1,307287,
https://cdn1.ozone.ru/s3/multimedia-1-e/6992266910.jpg,"Бутылочка для кормления новорожденных, набор 2 шт 4 мес+",Набор.бутылочек,,,false,1,nan_False_1,3678260,
https://cdn1.ozone.ru/s3/multimedia-1-5/7079131121.jpg,Шторка на ванну MaybahGlass поворотная ФП002 1400*700 6 мм (MGV-929-ФП002-6),Проживание.в.пансионате,Строительство и ремонт,Стеклянные шторки и двери для ванны,true,0,Строительство и ремонт_True_0,234469,
https://cdn1.ozone.ru/s3/multimedia-1-7/7231368319.jpg,"Фотообои моющиеся ударопрочные ""Пионы в стиле флэт, окруженные горными пейзажами и хвойными деревьями, создавая гармонию между цветами и природой"" 300x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,738851,
https://cdn1.ozone.ru/s3/multimedia-a/6906212578.jpg,"Рубашка женская_Порт Гавайи, футболка с короткими рукавами",Видеосъёмка,Одежда,Рубашка,true,0,Одежда_True_0,450960,
https://cdn1.ozone.ru/s3/multimedia-1-g/7137578968.jpg,"Коврик для ступеней лестницы,противоскользящая,коричневый,42*20cm,6 штук",Коврик.для.ступеней,,,false,1,nan_False_1,703709,
https://cdn1.ozone.ru/s3/multimedia-c/6715699644.jpg,прорезыватель грызунок для зубов детский,Прорезыватель,Детские товары,Прорезыватель,true,1,Детские товары_True_1,617098,
https://cdn1.ozone.ru/s3/multimedia-h/6637885937.jpg,Парик карнавальный,Парик.карнавальный,Дом и сад,Аксессуары для карнавального костюма,false,1,Дом и сад_False_1,261313,
https://cdn1.ozone.ru/s3/multimedia-1-4/7209259132.jpg,"70 мм пробка для слива ванны для ванны, сменная, регулируемая",Набор.банных.принадлежностей,,,false,1,nan_False_1,4028680,
https://cdn1.ozone.ru/multimedia/1027579664.jpg,Седек Семена,Форма.футбольная,,,false,0,nan_False_0,3017497,
https://cdn1.ozone.ru/s3/multimedia-1-z/7369081955.jpg,"Вишер ЧИСТОGUN 30JAM (d-6,4мм, дюраль, резьба папа, дюймовая, 8/32 для Dewey 30CА, Tipton 27-45, StilCrin) Чистоган",Калипер.механических.тормозов,,,false,0,nan_False_0,4476133,
https://cdn1.ozone.ru/s3/multimedia-a/6750573238.jpg,"Электронные кухонные весы, 3 кг/5 кг/7 кг, с точным сенсором, серебристый, черный",Кухонные.весы,Бытовая техника,Кухонные весы,false,1,Бытовая техника_False_1,277586,
https://cdn1.ozone.ru/s3/multimedia-1-y/7100505070.jpg,Крышка - Cиденье для унитаза Roca Dama Senso без микролифта ZRU9000040,Болеро,,,false,0,nan_False_0,1105486,
https://cdn1.ozone.ru/s3/multimedia-e/6666871730.jpg,"Набор для обучения Пинцет и лупа , МИКС, по методике Монтессори",Дополнение.для.настольных.игр,Хобби и творчество,Настольная игра,true,0,Хобби и творчество_True_0,155091,
https://cdn1.ozone.ru/s3/multimedia-s/6790488904.jpg,Удилище без колец DAYO CAYMAN 500 см,Удилище,Спорт и отдых,Удилище,true,1,Спорт и отдых_True_1,930862,
https://cdn1.ozone.ru/s3/multimedia-1-r/7241238135.jpg,Стартовый кабель для пуско-зарядных устройств BERKUT SJC-45,Комплект.демонстрационного.оборудования,,,false,0,nan_False_0,3410382,
https://cdn1.ozone.ru/s3/multimedia-1-r/7181933571.jpg,Животные согревают одежду зимой-код л,Вывоз.стола,Товары для животных,Одежда для животных,true,0,Товары для животных_True_0,313598,
https://cdn1.ozone.ru/s3/multimedia-1-w/7231367552.jpg,"4 шт. Набор кружек с принтом ""Пионы в стиле флэт, расположенные на фоне морского пейзажа, с волнами и берегом, которые добавляют динамики и свежести в изображение"" 480 мл.",Кружка,Дом и сад,Кружка,false,1,Дом и сад_False_1,247815,
https://cdn1.ozone.ru/s3/multimedia-1-y/7291615966.jpg,"Тубус для чертежей А0 Стамм / телескопический на ремне, черный",Накаблучники,,,false,0,nan_False_0,4131130,
https://cdn1.ozone.ru/s3/multimedia-1-y/6960171310.jpg,ЗООНИК ф16 12-14 см канат 1 узел,Игрушка.для.животных,Товары для животных,Игрушка для животных,false,1,Товары для животных_False_1,6721,
https://cdn1.ozone.ru/s3/multimedia-1-k/6972793580.jpg,Генератор потока воды,Система.для.туманообразования,,,false,0,nan_False_0,6934711,
https://cdn1.ozone.ru/s3/multimedia-7/6825513787.jpg,Макароноварка / для ресторанов и отелей,Витамины.для.животных,,,false,0,nan_False_0,5857378,
https://cdn1.ozone.ru/s3/multimedia-k/6270269660.jpg,Стол детский для рисования песком Карта Мира. Планшет развивающий для малышей растущий игровой. Световая песочница,Детский.стол,,,false,1,nan_False_1,4808903,
https://cdn1.ozone.ru/multimedia/1026735437.jpg,"Магнит для досок Sigel Artverum Кубик, GL192, серебристый, 6 шт",Завтрак,,,false,0,nan_False_0,1595122,
https://cdn1.ozone.ru/s3/multimedia-1-x/7238150565.jpg,"наконечник рулевой (электро) hyundai creta 16- lh SAT ST-56820-M0000, oem 56820M0000",Наконечник.рулевой,Автотовары,Основные автозапчасти,false,1,Автотовары_False_1,213700,
https://cdn1.ozone.ru/s3/multimedia-1-e/7231371962.jpg,"Картина на холсте ""Пионы в стиле вектор, окружающие элементы фэнтезийного мира, с изображениями сказочных существ и волшебных атрибутов"" на подрамнике 75х175 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,282095,
https://cdn1.ozone.ru/s3/multimedia-n/6274776719.jpg,Кабельная оплётка для защиты провода 6..12 мм (PET-6) - 1 метр зеленая,Плакетка.наградная,,,false,0,nan_False_0,7042911,
https://cdn1.ozone.ru/s3/multimedia-1-r/7069118787.jpg,Типичные ошибки художников. Альбом для скетчинга,"Печатная.книга:.История,.искусство,.культура",Книги,"Печатная книга: История, искусство, культура",false,1,Книги_False_1,364383,
https://cdn1.ozone.ru/s3/multimedia-1-e/7096458398.jpg,Флаффи Стаффи Игровой набор Fluffie Stuffiez щенок третье поколение Новая серия,Мягкая.игрушка.с.цветами,Детские товары,Мягкая игрушка,true,0,Детские товары_True_0,100320,
https://cdn1.ozone.ru/s3/multimedia-1/6007295905.jpg,"Колбаски Alto Concetto Мини-салями острые, сыровяленые, 150 г",Файл,,,false,0,nan_False_0,1308794,
https://cdn1.ozone.ru/s3/multimedia-d/6332811013.jpg,"Рассада Гипсофила (Качим) метельчатая Rosenschleier, С2 (2 литра) ЗКС",Рассада,Дом и сад,"Саженец, рассада",false,1,Дом и сад_False_1,289619,
https://cdn1.ozone.ru/s3/multimedia-b/6585314159.jpg,SVS Audiotechnik PAF-5B PRO Всепогодная трансляционная акустическая система,Бустер,,,false,0,nan_False_0,3721759,
https://cdn1.ozone.ru/s3/multimedia-1-0/7272511488.jpg,"Дейция Кодсэл Пинк (шершавая), 1 саженец в горшке Р9",Клубни,,,false,1,nan_False_1,533754,
https://cdn1.ozone.ru/s3/multimedia-1-z/7409928167.jpg,Труборасширитель экспандер DSZH WK-622,Подушка.реабилитационная,,,false,0,nan_False_0,639697,
https://cdn1.ozone.ru/s3/multimedia-1-o/7219444380.jpg,"Плед для пикника , Полиэстер, 240х220 см",Детский.плед,,,false,0,nan_False_0,7340388,
https://cdn1.ozone.ru/s3/multimedia-1-d/7231367857.jpg,"Картина на холсте ""Пионы в стиле флэт, в окружении графических фигур и линий, создающих ощущение движения и ритма в композиции"" на подрамнике 75х175 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,607089,
https://cdn1.ozone.ru/s3/multimedia-5/6828640313.jpg,"Диск BRIAN WILSON(BEACH BOYS) - BRIAN WILSON AND FRIENDS(SOUNDSTAGE SPECIAL EVENT,DIGIPACK,CD,DVD) (1 CD)",Музыкальный.диск,"Кино, музыка, видеоигры, софт",Музыка,false,1,"Кино, музыка, видеоигры, софт_False_1",156274,
https://cdn1.ozone.ru/s3/multimedia-1-f/7075366035.jpg,"Стиральный порошок автомат Ariel Color Аква-Пудра насыщенный цвет 3кг, 40 стирок 2 шт",Водозаборная.решетка.для.гидроцикла,Бытовая химия,Стиральный порошок,true,0,Бытовая химия_True_0,35751,
https://cdn1.ozone.ru/s3/multimedia-1-w/7203326612.jpg,"Фотообои моющиеся ударопрочные ""Осень в лесу с яркими красными и оранжевыми листьями, покрывающими землю"" 300x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,642209,
https://cdn1.ozone.ru/s3/multimedia-g/6232086904.jpg,Свитер женский_вязаный свитер в полоску с высоким воротником и разрезами,Неглиже,Одежда,"Свитер, джемпер",true,0,Одежда_True_0,338739,
https://cdn1.ozone.ru/s3/multimedia-x/6618017949.jpg,Мех кожаный натуральный для дымаря,Дымарь,,,false,1,nan_False_1,6897495,
https://cdn1.ozone.ru/s3/multimedia-w/6749669516.jpg,Соединитель шлангов высокого давления Karcher HD (после 2017г.) Easy!Lock N9,Насадка.для.мойки.высокого.давления,Строительство и ремонт,Минимойка,true,1,Строительство и ремонт_True_1,403488,
https://cdn1.ozone.ru/s3/multimedia-1-e/7031171498.jpg,"Женская ажурная заколка-краб для волос, набор 2 шт",Зажим.для.волос,Галантерея и аксессуары,Зажим для волос,true,1,Галантерея и аксессуары_True_1,922408,
https://cdn1.ozone.ru/s3/multimedia-m/6124742686.jpg,DIY алмазная живопись Song Joong Ki смола алмазная вышивка крестиком,Украшение.подвесное.интерьерное,Дом и сад,Украшение интерьерное,true,1,Дом и сад_True_1,485494,
https://cdn1.ozone.ru/s3/multimedia-1-g/6929027044.jpg,4 шт. 23250-0V030 23209-09175 топливный инжектор автомобиля,Лифт.бэг.(подводный.парашют),Автотовары,Автофильтры,true,0,Автотовары_True_0,389430,
https://cdn1.ozone.ru/s3/multimedia-1-s/7094267344.jpg,Лиш Aquatone 4.0 Wrist Leash,Скиммер.для.бассейна,,,false,0,nan_False_0,4760122,
https://cdn1.ozone.ru/s3/multimedia-1-5/7208685509.jpg,"Картина на холсте на кухню ""С заглавиями и яркими иллюстрациями на тему свежести"" на подрамнике 75х40 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,244110,
https://cdn1.ozone.ru/s3/multimedia-1-s/7202361808.jpg,Футбольные бутсы,Бутсы.для.футзала,Обувь,Бутсы,true,1,Обувь_True_1,365733,
https://cdn1.ozone.ru/s3/multimedia-t/6729555665.jpg,"Чернитель шин, AVS, AVK-088, 2 штуки по 1000 мл",Набор.оснасток.для.рыбалки,,,false,0,nan_False_0,5946571,
https://cdn1.ozone.ru/s3/multimedia-1-f/7257222303.jpg,"медицинская тележка, подходит для сканеров полости рта, стоматологических клиник, салонов красоты и больниц",Мебель.медицинская,Мебель,Мебель медицинская,false,1,Мебель_False_1,571504,
https://cdn1.ozone.ru/s3/multimedia-1-j/7266211471.jpg,Сабо Crocs LiteRide,Боксерские.перчатки,,,false,0,nan_False_0,3505650,
https://cdn1.ozone.ru/s3/multimedia-1-i/7170313626.jpg,Мужские ботинки TENDANCE,Ботинки,Обувь,Ботинки,false,1,Обувь_False_1,259301,
https://cdn1.ozone.ru/s3/multimedia-6/6004776486.jpg,Valeo Комплект сцепления,Кафф,,,false,0,nan_False_0,2004936,
https://cdn1.ozone.ru/s3/multimedia-s/6143188084.jpg,Накладка на внешнюю ручку двери автомобиля для Audi A4 2017-2020 B,Ручка.дверная.автомобильная,Автотовары,Запчасти для кузова,false,1,Автотовары_False_1,942412,
https://cdn1.ozone.ru/s3/multimedia-7/6136615183.jpg,Шнуровка для малышей. Бусы-шнуровка из дерева АССОРТИ 2. Развивающий набор. Дютоша. Анданте,Вилки.одноразовые,,,false,0,nan_False_0,2635440,
https://cdn1.ozone.ru/s3/multimedia-g/6009628540.jpg,Flatel Шприц кондитерский,Шины.для.коммерческого.транспорта,,,false,0,nan_False_0,1392427,
https://cdn1.ozone.ru/s3/multimedia-1-s/7232024620.jpg,Кольца сменные Black Diamond Freeride Baskets 75 мм,Кольца.для.треккинговых.палок,,,false,1,nan_False_1,4906336,
https://cdn1.ozone.ru/s3/multimedia-1-y/7232702578.jpg,Проставки под сидение для Omoda C5 (2 сидения),Чехол.для.хранения самоката,,,false,0,nan_False_0,6933130,
https://cdn1.ozone.ru/s3/multimedia-1-0/7071490872.jpg,"Подарочные наборы HappyM ""Шоколад с предсказаниями"" сладк",Сюрприз-бокс.кондитерский,Продукты питания,Сюрприз-бокс кондитерский,true,1,Продукты питания_True_1,930983,
https://cdn1.ozone.ru/s3/multimedia-p/6837857197.jpg,Матрас Dimax Оптима Ролл Хард 160х210,Матрас,Мебель,Матрас,false,1,Мебель_False_1,684487,
https://cdn1.ozone.ru/s3/multimedia-5/6547916297.jpg,Военный крест (Франция),Медаль.сувенирная,Дом и сад,"Медаль, ленты, кубки сувенирные",false,1,Дом и сад_False_1,34101,
https://cdn1.ozone.ru/s3/multimedia-4/6817000324.jpg,Матрас Denwir Classic Middle Memo Soft Plus S1000 150х195,Матрас,Мебель,Матрас,false,1,Мебель_False_1,721153,
https://cdn1.ozone.ru/s3/multimedia-1-e/7118953970.jpg,"Магнитный SSD-корпус NVMe TypeC 3,2 10G Ultraspeed внешний 2230 Caddy Box для телефона 15pro из алюминия",Чехол.для.карты.памяти,Электроника,Чехол для жесткого диска,true,0,Электроника_True_0,523350,
https://cdn1.ozone.ru/s3/multimedia-h/6664994513.jpg,"Минималистичные настенные часы, 12-дюймовые модные легкие роскошные бесшумные часы, без тика, для украшения спальни, кухни, школы, офиса",Отшив.ремней,Дом и сад,Часы настенные,true,0,Дом и сад_True_0,708763,
https://cdn1.ozone.ru/s3/multimedia-1-4/7235288752.jpg,"Рюкзак для ручной клади, очень большой 40 л, одобренный для полетов для мужчин и женщин, серый",Вкладыш.в.рюкзак,Спорт и отдых,Аксессуары для спортивных и туристических рюкзаков и сумок,false,1,Спорт и отдых_False_1,28080,
